lon,lat,count,name,country
-118.1386005,34.1427587,45,CA 91101; USA,United States
-122.2594606,37.87015100000001,59,CA 94720-3411; USA,United States
-83.624201,41.6735366,3,OH 43606; USA,United States
-118.1528623,34.1561783,107,CA 91109; USA,United States
-77.623931,43.1318593,15,NY 14627; USA,United States
-122.2594606,37.87015100000001,322,CA 94720; USA,United States
-3.5359678,50.7383554,8,Exeter EX4 4QL; UK,United Kingdom
-78.68194489999999,35.7850545,3,NC 27695; USA,United States
-76.8632581,38.9916589,103,MD 20771; USA,United States
-72.2889045,43.70195830000001,6,NH 03755; USA,United States
-105.2889726,40.0103247,10,CO 80309; USA,United States
-79.01929969999999,35.7595731,4,NC; USA,United States
-76.64127119999999,39.0457549,22,MD; USA,United States
-84.3883717,33.755711,10,GA 30303; USA,United States
-86.2412543,41.7043332,36,IN 46556; USA,United States
-117.0125641,46.7258512,6,ID 83844; USA,United States
-89.42692869999999,43.1054334,16,WI 53706; USA,United States
-104.8162784,38.8413423,1,CO 80903; USA,United States
139.5361196,35.6753711,95,Tokyo 181-8588; Japan,Japan
106.6720665,26.4292187,2,Guiyang 550025; People’s Republic of China,China
102.7186974,25.0266546,1,Kunming 650011; People’s Republic of China,China
116.4541469,40.0192499,2,Beijing 100012; People’s Republic of China,China
-86.1700894,39.82060620000001,2,IN 46208; USA,United States
116.3700367,39.9586544,1,100875; People’s Republic of China,China
12.9965755,52.4699198,3,D-14476 Potsdam; Germany,Germany
119.0267338,32.163948,9,Nanjing 210023; China,China
-110.9488008,32.2332841,80,AZ 85721; USA,United States
76.8512485,43.2220146,3,050020 Almaty; Kazakhstan,Kazakhstan
0.0951918,52.21409269999999,57,Cambridge CB3 0HA; UK,United Kingdom
14.7734546,49.930923,8,CZ-25165 Ondřejov; Czech Republic,Czechia
16.6068371,49.1950602,3,CZ-61137 Brno; Czech Republic,Czechia
21.1897739,48.753595,2,Košice 04001; Slovak Republic,Slovakia
20.2822798,49.16449919999999,6,05960 Tatranská Lomnica; Slovak Republic,Slovakia
14.4500077,50.1152199,1,CZ-18000 Praha 8 V Holešovičkách 2; Czech Republic,Czechia
11.7158452,50.9910636,32,D-07778 Tautenburg; Germany,Germany
17.8987782,49.940178,1,74601 Opava; Czech Republic,Czechia
-83.01733860000002,39.9990626,159,OH 43210; USA,United States
18.964741,47.500313,40,Konkoly Thege Miklós út 15-17; Hungary,Hungary
25.2522396,54.6829208,1,03100 Vilnius; Lithuania,Lithuania
-71.2519374,-29.9026691,28,La Serena; Chile,Chile
-122.3084023,47.6508882,2,Seattle WA 98195; USA,United States
19.9042597,50.0765798,5,30-084 Kraków; Polska,Poland
-17.766582,28.6392029,4,38711 Breña Baja; Spain,Spain
-6.6507152,54.3528282,28,Armagh BT61 9DG; UK,United Kingdom
-93.28257029999999,37.1960443,61,MO 65897; USA,United States
12.9573975,52.40383809999999,3,Golm; Germany,Germany
-71.61268849999999,-33.047238,5,Valparaíso 2360102; Chile,Chile
148.7831534,-35.4477412,88,ACT 2611; Australia,Australia
-80.5431505,43.4715646,1,N2L 3G1; Canada,Canada
-73.5758676,45.5057018,1,H3A 0E8; Canada,Canada
-73.5752899,45.5056166,1,QC H3A 2A7; Canada,Canada
11.7158452,50.9910636,15,07778 Tautenburg; Germany,Germany
6.9602786,50.937531,2,Cologne; Germany,Germany
16.6068371,49.1950602,2,61137 Brno; Czech Republic,Czechia
7.769664400000001,45.0445643,43,Pino Torinese; Italy,Italy
-71.61268849999999,-33.047238,2,Valparaiso; Chile,Chile
-17.766582,28.6392029,20,E-38711 Breña Baja; Spain,Spain
10.8808637,49.8729118,7,D-96049 Bamberg; Germany,Germany
23.3877614,42.65626049999999,16,Sofia 1784; Bulgaria,Bulgaria
26.4105364,40.10037030000001,1,Çanakkale 17100; Turkey,Turkey
-0.472545,51.533116,1,Uxbridge UB8 3PH; UK,United Kingdom
-0.2408138,51.6137221,2,NW7 2QS; UK,United Kingdom
-105.3716684,40.038629,22,CO 80302; USA,United States
-76.6008334,39.3322127,148,MD 21218; USA,United States
-122.0781663,37.4062237,341,CA 94043; USA,United States
21.0122287,52.2296756,3,Warszawa; Poland,Poland
-76.8632581,38.9916589,6,20771; USA,United States
-122.6420207,38.235501,1,94952; USA,United States
11.1709899,50.3601821,4,Sonneberg; Germany,Germany
19.9449799,50.06465009999999,4,Cracow; Poland,Poland
19.9449799,50.06465009999999,3,Krakow; Poland,Poland
146.921099,-31.2532183,2,New South Wales; Australia,Australia
-58.3815591,-34.6036844,11,Buenos Aires; Argentina,Argentina
-46.7329875,-23.559858,4,SP 05508-090; Brazil,Brazil
-8.629105299999999,41.1579438,136,Porto; Portugal,Portugal
2.134078,48.701844,75,Gif-sur-Yvette; France,France
117.9249002,30.6006773,1,Anhui 230026; People's Republic of China,China
-84.3811458,33.7700012,3,GA 30332; USA,United States
-117.072053,32.7759882,1,San Diego CA 92182; USA,United States
115.9083631,-32.0058457,3,WA 6102; Australia,Australia
37.6172999,55.755826,83,Moscow; Russia,Russia
-71.13891009999999,42.3803274,48,02138; USA,United States
41.480843,43.6027053,2,369167; Russia,Russia
15.4828065,47.0505635,20,A-8042 Graz; Austria,Austria
92.78857370000001,56.01862819999999,1,660041 Krasnoyarsk; Russian Federation,Russia
16.3191645,48.2358641,54,A-1180 Vienna; Austria,Austria
15.454803,47.0743531,7,A-8010 Graz; Austria,Austria
-72.9310217,41.3064267,4,06520; USA,United States
15.0586639,37.5267674,55,I-95123 Catania; Italy,Italy
126.9779692,37.566535,2,Seoul 03760; Republic of Korea,South Korea
126.9779692,37.566535,1,Seoul 03722; Republic of Korea,South Korea
-72.9283391,41.3212912,99,CT 06511; USA,United States
-122.3084023,47.6508882,12,WA 98195-1580; USA,United States
12.5113741,55.7841732,5,DK-2800 Kgs. Lyngby; Denmark,Denmark
151.9533185,-27.5564884,4,QLD 4350; Australia,Australia
139.7609321,35.7109562,1,Tokyo 113-8654; Japan,Japan
-1.5649432,52.3860241,201,Coventry CV4 7AL; UK,United Kingdom
-86.2372857,41.6993845,1,Department of Electrical Engineering; Brazil,United States
-99.9018131,41.4925374,1,NE; USA,United States
8.541694,47.3768866,6,Zürich; Switzerland,Switzerland
-95.3698028,29.7604267,1,Houston; Texas,United States
7.6261347,51.9606649,4,Münster; Germany,Germany
4.8945398,52.3666969,18,Amsterdam; The Netherlands,Netherlands
151.2092955,-33.8688197,1,Sydney 2006; Australia,Australia
4.4970097,52.1601144,1,Leiden; the Netherlands,Netherlands
2.134078,48.701844,26,F-91191 Gif-sur-Yvette; France,France
-45.18498710000001,-22.8013961,1,São Paulo CEP 12516-410; Brazil,Brazil
-75.75023139999999,39.6673566,39,DE 19716; USA,United States
-117.2338066,32.88435520000001,22,CA 92093; USA,United States
151.1883894,-33.8877655,278,NSW 2006; Australia,Australia
-75.75023139999999,39.6673566,1,Delaware 19716; USA,United States
-70.6201973,-33.4323444,10,Santiago 19; Chile,Chile
73.8196158,18.5541728,10,Pune 411007; India,India
-76.48947989999999,44.257229,1,Ontario K7K 7B4; Canada,Canada
1.4531355,43.5611027,15,F-31400 Toulouse; France,France
10.2027261,56.1460465,114,8000 Aarhus C; Denmark,Denmark
-105.2077798,40.04065060000001,87,CO 80301; USA,United States
2.1828032,48.7028006,36,91405 Orsay Cedex; France,France
1.4336973,43.58278079999999,2,Toulouse F-31400; France,France
-73.96243270000001,40.8138912,2,New York; NY 10027,United States
-0.0407197,51.5245287,20,London E1 4NS; UK,United Kingdom
0.1012034,52.2101045,8,Cambridge CB3 0WA; UK,United Kingdom
15.0830304,37.5078772,67,Catania; Italy,Italy
-46.63330939999999,-23.5505199,7,São Paulo; Brazil,Brazil
-16.3159061,28.4874009,8,La Laguna; Spain,Spain
2.189617,48.697161,26,Orsay Cedex; France,France
5.5796662,50.6325574,49,Liège; Belgium,Belgium
139.6503106,35.6761919,18,Tokyo; Japan,Japan
-116.2067524,43.6049685,3,1910 University Drive; Boise ID 83725-1570 USA,United States
-110.9447027,32.2546522,110,AZ 85719; USA,United States
-117.0125641,46.7258512,8,ID 83844-0903; USA,United States
-79.3974105,43.660818,30,ON M5S 3H4; Canada,Canada
-79.3981142,43.6608838,13,ON M5S 3H8; Canada,Canada
-155.2382164,19.7031566,18,HI 96720; USA,United States
34.8053966,32.1133726,8,Tel-Aviv 6997801; Israel,Israel
-110.1879106,31.3957613,11,AZ 85615; USA,United States
-117.3311106,33.9756518,1,Riverside CA 92521; USA,United States
-73.5436479,45.50232,25,QC H3C 3J7; Canada,Canada
-118.4440562,34.070264,4,CA 90095-1562; USA,United States
-76.944141,38.9908487,15,MD 20742-2421; USA,United States
13.5470509,52.4370179,10,12489 Berlin; Germany,Germany
-71.1032591,42.36475590000001,2,MA 02139;USA,United States
13.3283954,52.5070391,1,10623 Berlin; Germany,Germany
6.9188847,50.9302584,6,50931 Köln; Germany,Germany
139.6831095,35.6042441,55,Tokyo 152-8551; Japan,Japan
-72.65313139999999,41.558762,22,CT 06459; USA,United States
11.9466951,57.40058599999999,27,SE-439 92 Onsala; Sweden,Sweden
13.3491095,52.4273401,1,12249 Berlin; Germany,Germany
2.1131154,41.39438190000001,3,08034 Barcelona; Spain,Spain
-86.5400674,37.1184213,3,KY 42101; USA,United States
-74.7778624,40.2683078,5,NJ 08628-0718; USA,United States
-73.98153370000001,40.7388319,8,NY 10010; USA,United States
-83.01733860000002,39.9990626,2,Columbus OH 43210; USA,United States
77.5945627,12.9715987,3,Bangalore; India,India
72.8051741,18.9065507,1,Tata Institute of Fundamental Research Mumbai; India,India
118.7352158,32.2114213,1,210044; People's Republic of China,China
-86.902298,32.3182314,3,AL; USA,United States
16.3738189,48.2081743,12,Wien; Austria,Austria
-106.2039145,35.8275257,3,White Rock; NM 87547,United States
12.453389,41.902916,2,V00120 Vatican City State; Italy,Vatican City
-73.0443904,-36.8201352,3,Concepción; Chile,Chile
14.544733,53.43595879999999,7,PL-70-451 Szczecin; Poland,Poland
18.5984437,53.0137902,10,PL-87-100 Toruń; Poland,Poland
9.963474999999999,51.56655319999999,51,D-37077 Göttingen; Germany,Germany
-17.7651015,28.6887569,11,E-38700 Santa Cruz de La Palma; Spain,Spain
151.229916,-33.916869,35,NSW 2052; Australia,Australia
19.040235,47.497912,81,H-1121 Budapest; Hungary,Hungary
-91.17999999999999,30.41,11,LA 70803; USA,United States
-17.7902707,28.6303668,1,Tenerife E-38712; Spain,Spain
4.680772999999999,50.8612986,147,B-3001 Leuven; Belgium,Belgium
13.1028717,52.3875629,23,D-14482 Potsdam; Germany,Germany
19.0575622,47.4598745,7,H-1117 Budapest; Hungary,Hungary
20.1488574,46.2475713,3,Dóm tér 9; Hungary,Hungary
-105.8231588,32.7425859,15,NM 88349; USA,United States
-2.2737212,53.0030511,1,Keele ST5 5BG; UK,United Kingdom
5.865272,51.81670099999999,22,NL-6500 GL Nijmegen; the Netherlands,Netherlands
106.110698,30.837793,5,Nanchong 637002; People's Republic of China,China
116.4541469,40.0192499,8,Beijing 100012; People's Republic of China,China
120.9674798,24.8138287,2,Hsin-Chu; Taiwan,Taiwan
-75.3353875,40.0468052,2,Villanova PA 19085; USA,United States
-73.71401949999999,41.1264849,1,Armonk NY 10504; USA,United States
-77.8638835,40.8084075,1,PA; USA 16802,United States
16.9251681,52.406374,16,Poznań; Poland,Poland
11.6532477,48.2488721,12,Garching; Germany,Germany
19.040235,47.497912,89,Budapest; Hungary,Hungary
14.5528116,53.4285438,1,Szczecin; Poland,Poland
-0.9456216,51.4576163,1,RG6 6BX; UK,United Kingdom
5.1803739,44.124008,1,Bédoin; France,France
0.080097,46.01331099999999,1,Villefagnan; France,France
6.1208684,46.3118509,70,Sauverny; Switzerland,Switzerland
5.159771,44.020938,2,Mallemort-du-Comtat; France,France
8.7231591,45.396983,2,Sozzago; Italy,Italy
-3.5985571,37.1773363,37,Granada; Spain,Spain
-87.31155299999999,39.465825,1,IN 47803; USA,United States
0.409237,45.77946300000001,1,Taponnat; France,France
-120.5542012,43.8041334,1,OR; USA,United States
-17.9057813,28.7133828,7,La Palma; Spain,Spain
-8.4043125,39.6053819,1,Tomar; Portugal,Portugal
-0.7097473999999999,52.0249136,6,MK7 6AA; UK,United Kingdom
127.3747104,36.3981875,3,305-348 Daejeon; Korea,South Korea
22.287883,48.6208,2,Uzhhorod; Ukraine,Ukraine
-2.4637136,36.834047,1,Almeria; Spain,Spain
-43.1728965,-22.9068467,1,RJ; Brasil,Brazil
-106.6055534,32.3035838,1,88011; USA,United States
-111.9343636,33.3897576,1,AZ 85282; USA,United States
2.8437039,42.711815,1,St-Estève; France,France
-111.7614661,35.3605853,1,86001; USA,United States
38.2772592,37.76365,1,Adiyaman; Turkey,Turkey
133.553485,34.6714449,1,Okayama 714-1411; Japan,Japan
15.5061862,51.9356214,1,Zielona Góra; Poland,Poland
-80.7879407,28.1988979,3,FL 32940; USA,United States
34.78176759999999,32.0852999,44,Tel Aviv 69978; Israel,Israel
54.3773438,24.453884,32,Abu Dhabi; UAE,United Arab Emirates
-117.072053,32.7759882,20,CA 92182-1221; USA,United States
-97.4421919,35.1879507,25,OK 73019; USA,United States
-97.11640129999999,32.7307465,10,TX 76019; USA,United States
-121.3141847,37.9794321,1,CA 95211; USA,United States
9.0615313,48.53924809999999,4,D-72076 Tuebingen; Germany,Germany
127.3747104,36.3981875,1,305-348 Daejeon; Republic of Korea,South Korea
-97.73488049999999,30.2835151,12,TX 78712-0259; USA,United States
-77.1945247,41.2033216,1,PA 16082; USA,United States
-79.1880063,43.781841,4,Ontario M1C 1A4; Canada,Canada
-79.3974105,43.660818,5,M5S 3H4; Canada,Canada
-119.4179324,36.778261,166,CA; USA,United States
-117.3311106,33.9756518,9,CA 92521; USA,United States
4.4564808,52.16850770000001,9,2333CA Leiden; The Netherlands,Netherlands
-8.629105299999999,41.1579438,4,PT4169-007 Porto; Portugal,Portugal
-120.7401385,47.7510741,7,WA; USA,United States
-71.10973349999999,42.3736158,5,Cambridge; Massachusetts,United States
-3.7037902,40.4167754,72,Madrid; Spain,Spain
-118.1445155,34.1477849,2,Pasadena; California,United States
-122.1817252,37.4529598,1,Menlo Park; California,United States
-111.8419536,40.7652201,8,UT 84112; USA,United States
133.5823171,34.564242,31,Okayama 719-0232; Japan,Japan
134.3390285,35.03417,8,Hyogo 679-5313; Japan,Japan
135.7843912,35.0304908,35,Kyoto 606-8502; Japan,Japan
18.964741,47.500313,1,Konkoly Thege M.u. 15-17; Hungary,Hungary
-79.0581498,35.905249,29,NC 27599; USA,United States
-71.2517835,42.5465306,1,MA 01821; USA,United States
-0.7097473999999999,52.0249136,14,Milton Keynes MK7 6AA; UK,United Kingdom
-86.51860219999999,39.1714266,1,IN 47405; USA,United States
-76.8524334,38.99554120000001,1,NASA Goddard and University of Maryland,United States
-118.125269,34.1376576,5,IPAC/Caltech,United States
7.438119,46.9504896,2,University of Bern; Switzerland,Switzerland
-76.6232773,39.3327283,4,Space Telescope Science Institute,United States
-119.8633645,34.4327245,2,Las Cumbres Observatory,United States
-76.8524334,38.99554120000001,1,NASA Goddard Space Flight Center and University of Maryland,United States
-77.0358548,38.9093719,1,Carnegie Institution,United States
14.7920179,40.7687118,1,University of Salerno; Italy,Italy
-122.0644229,37.4088478,6,NASA Ames Research Center,United States
-81.7733903,26.4643209,1,Florida Gulf Coast University,United States
-76.8524334,38.99554120000001,4,NASA Goddard Space Flight Center,United States
-97.7340567,30.2849185,2,University of Texas,United States
-83.0306222,40.0068363,4,Ohio State University,United States
-76.8524334,38.99554120000001,1,University of Tokyo and NASA Goddard Space Flight Center,United States
-83.7382241,42.2780436,2,University of Michigan,United States
-87.5987133,41.7886079,2,University of Chicago,United States
-122.0582093,36.9880503,1,University of California - Santa Cruz,United States
-76.6205177,39.3299013,2,Johns Hopkins University,United States
-122.169719,37.4274745,1,Stanford University,United States
-75.6217246,45.4503935,1,National Research Council; Canada,Canada
-110.9501094,32.2318851,1,University of Arizona,United States
-77.3114889,38.8314936,2,George Mason University,United States
-0.6069397999999999,44.8050249,1,Laboratoire d'Astrophysique de Bordeaux,France
-118.1713944,34.2013081,1,Jet Propulsion Laboratory,United States
7.764842300000001,45.040985,1,INAF - Osservatorio Astrofisico di Torino,Italy
135.5244676,34.8220139,1,Osaka University,Japan
21.2610746,48.7163857,9,Košice; Slovakia,Slovakia
20.2822798,49.16449919999999,3,059 60 Tatranská Lomnica; The Slovak Republic,Slovakia
23.3877614,42.65626049999999,5,1784 Sofia; Bulgaria,Bulgaria
24.7384095,41.6947013,1,Rozhen NAO; Bulgaria,Bulgaria
-106.3031138,35.8800364,1,Los Alamos; United States,United States
-106.7636538,32.3199396,1,Las Cruces; United States,United States
18.964741,47.500313,1,Konkoly Thege M. u. 15-17; Hungary,Hungary
4.696757799999999,50.88151970000001,3,B-3000 Leuven; Belgium,Belgium
18.4240553,-33.9248685,1,Cape Town 4735; South Africa,South Africa
21.0655731,52.2121784,10,PL-00-716 Warsaw; Poland,Poland
32.8597419,39.9333635,6,Ankara; Turkey,Turkey
28.0010421,-26.202209,1,Johannesburg 2092; South Africa,South Africa
-0.5880721,51.2440379,1,Guildford GU2 7XH; UK,United Kingdom
-76.48947989999999,44.257229,1,ON K7K 7B4; Canada,Canada
21.1897739,48.753595,4,040 01 Košice; Slovakia,Slovakia
20.2822798,49.16449919999999,13,059 60 Tatranská Lomnica; Slovakia,Slovakia
-70.76305119999999,-30.47254109999999,1,El Sauce Observatory; Chile,Chile
5.503793,44.399702,1,05150 Moydans; France,France
-3.7037902,40.4167754,1,28000 Madrid; Spain,Spain
5.6142558,43.5670696,1,13126 Vauvenargues; France,France
7.51444,46.31292999999999,1,Grand-Pra private observatory; Switzerland,Switzerland
-15.2020077,64.24970259999999,1,781 Hofn in Hornafjordur; Iceland,Iceland
12.3155151,45.4408474,1,30100 Venezia; Italy,Italy
-46.63330939999999,-23.5505199,16,SP; Brazil,Brazil
-43.1728965,-22.9068467,6,RJ; Brazil,Brazil
6.1657813,46.2876938,47,CH-1290 Versoix; Switzerland,Switzerland
145.1348243,-37.9104511,1,VIC 3800; Australia,Australia
-122.5426928,47.230393,1,WA 98466; USA,United States
-1.61778,54.978252,3,Newcastle-upon-Tyne; UK,United Kingdom
-74.0059728,40.7127753,11,NY; USA,United States
149.0123679,-35.4734679,1,Australian Capital Territory; Australia,Australia
27.2058765,38.4502845,2,35100; Turkey,Turkey
-122.0781663,37.4062237,1,CA 94043; United States,United States
-71.11666009999999,42.3770029,14,Harvard University,United States
-97.7340567,30.2849185,1,The University of Texas at Austin,United States
-106.5346158,35.0606255,1,Sandia National Laboratories,United States
-84.39628499999999,33.7756178,1,Georgia Institute of Technology,United States
7.764842300000001,45.040985,2,Istituto Nazionale di Astrofisica─Osservatorio Astrofisico di Torino,Italy
-157.8171118,21.296939,1,University of Hawaii,United States
-0.7090257999999999,52.0252055,1,The Open University,United Kingdom
116.3700367,39.9586544,63,Beijing 100875; China,China
116.222804,39.911563,8,Beijing 100049; China,China
116.4110862,39.9942844,7,Beijing 100101; China,China
118.8358867,32.0891328,28,Nanjing 210042; China,China
116.222804,39.911563,3,100049; PR China,China
9.9936819,53.5510846,38,Hamburg; Germany,Germany
120.7490649,31.3062507,1,215123; PR China,China
16.3738189,48.2081743,37,Vienna; Austria,Austria
-157.8152491,21.3175493,18,96822; USA,United States
14.28583,48.30694,1,Linz; Austria,Austria
21.0122287,52.2296756,8,Warsaw; Poland,Poland
17.0385376,51.1078852,21,Wrocław; Poland,Poland
18.6713802,50.29449229999999,1,Gliwice; Poland,Poland
-85.323214,51.253775,6,ON; Canada,Canada
11.4041024,47.2692124,1,Innsbruck; Austria,Austria
-122.2594606,37.87015100000001,5,94720-3411; USA,United States
0.09291429999999999,52.2087836,6,CB3 0HE; UK,United Kingdom
12.4949429,55.763516,1,Lyngby; Denmark,Denmark
-2.8074837,56.3401503,28,KY16 9SS; UK,United Kingdom
9.1314338,39.2819578,1,Via della Scienza 5 - 09047 Selargius CA; Italy,Italy
9.4065471,45.6983647,4,Merate; Italy,Italy
-3.188267,55.953252,7,Edinburgh; UK,United Kingdom
-5.93012,54.59728500000001,6,Belfast; UK,United Kingdom
-87.603826,41.7805099,4,60637; USA,United States
-2.2737212,53.0030511,67,ST5 5BG; UK,United Kingdom
-3.1495175,56.2082078,2,Fife; UK,United Kingdom
-1.5649432,52.3860241,86,CV4 7AL; UK,United Kingdom
-1.6777926,48.117266,8,Rennes; France,France
-75.3353875,40.0468052,7,19085; USA,United States
-71.82717389999999,45.3667531,9,QC J1M 1Z7; Canada,Canada
-115.155709,36.164846,2,NV 89155; USA,United States
-122.1689284,37.4135757,92,CA 94305; USA,United States
-35.2450647,-5.8356827,2,59072-970; Brazil,Brazil
-46.7329875,-23.559858,1,05508-090; Brasil,Brazil
-45.8583126,-23.2079247,3,12227-010; Brazil,Brazil
-38.985274,-12.150325,1,BA 44036-900; Brazil,Brazil
-111.9311925,33.418294,6,AZ 85287; USA,United States
-75.1953934,39.9583587,9,PA 19104; USA,United States
-79.95319479999999,40.4424402,3,PA 15260; USA,United States
116.4110862,39.9942844,9,Beijing 100101; People's Republic of China,China
114.3686304,30.5399216,1,Hubei 430072; People's Republic of China,China
-115.1381487,36.1451645,5,NV 89154; USA,United States
118.776758,32.056318,28,Nanjing 210093; China,China
11.8704306,45.4003087,21,Padova I-35122; Italy,Italy
12.5113741,55.7841732,4,DK-2800 Lyngby; Denmark,Denmark
