2014arXiv1408.1393K,kepler,exoplanets
2014arXiv1408.1496M,kepler,exoplanets
2014arXiv1408.2844B,kepler,exoplanets
2014arXiv1408.3149B,kepler,exoplanets
2014arXiv1408.4124P,kepler,exoplanets
2014arXiv1408.5277F,kepler,exoplanets
2014arXiv1408.6234S,kepler,exoplanets
2014arXiv1408.6606M,kepler,exoplanets
2014arXiv1409.0011M,kepler,exoplanets
2014ApJ...792....1L,kepler,exoplanets
2014ApJ...793L...3V,kepler,exoplanets
2014arXiv1409.0532H,kepler,exoplanets
2014arXiv1409.0572M,kepler,exoplanets
2014arXiv1409.0639S,kepler,exoplanets
2014arXiv1409.1249H,kepler,exoplanets
2014arXiv1409.1349H,kepler,exoplanets
2014arXiv1409.1605W,kepler,exoplanets
2014arXiv1409.1904B,kepler,exoplanets
2014Icar..239...23B,kepler,exoplanets
2014P&SS...99....1P,kepler,exoplanets
2014MNRAS.444.1351R,kepler,exoplanets
2014arXiv1406.6048S,kepler,exoplanets
2014arXiv1406.6172S,kepler,exoplanets
2014MNRAS.443.2561G,kepler,exoplanets
2014arXiv1406.7356M,kepler,exoplanets
2014arXiv1407.0853H,kepler,exoplanets
2014arXiv1407.1009G,kepler,exoplanets
arXiv:1407.1057,kepler,exoplanets
2014ApJ...791..103B,kepler,exoplanets
2014arXiv1407.1848D,kepler,exoplanets
2014arXiv1407.1979M,kepler,exoplanets
2014arXiv1407.2245E,kepler,exoplanets
2014arXiv1407.2249L,kepler,exoplanets
2014arXiv1407.2361F,kepler,exoplanets
2014ApJ...791..111W,kepler,exoplanets
2014arXiv1407.4457R,kepler,exoplanets
2014arXiv1407.4807K,kepler,exoplanets
2014arXiv1407.6707B,kepler,exoplanets
2014arXiv1407.7332B,kepler,exoplanets
2014arXiv1407.7516L,kepler,exoplanets
2014MNRAS.444.1738T,kepler,exoplanets
2014ApJ...789..165X,kepler,exoplanets
2014ApJ...789L..20D,kepler,exoplanets
2014ApJ...790...41M,kepler,exoplanets
2014ApJ...790...58N,kepler,exoplanets
2014ApJS..213....5M,kepler,exoplanets
2014AJ....148...28S,kepler,exoplanets
2014ApJ...790...91S,kepler,exoplanets
2014ApJ...790..141L,kepler,exoplanets
2014ApJ...790..146F,kepler,exoplanets
2014ApJ...791...10M,kepler,exoplanets
2014P&SS...98...14N,kepler,exoplanets
2014arXiv1406.2352M,kepler,exoplanets
2014ApJ...787...80H,kepler,exoplanets
2014ApJ...790...31N,kepler,exoplanets
2014MNRAS.442..674H,kepler,exoplanets
2014A&A...566A.103L,kepler,exoplanets
2014ApJ...790...12B,kepler,exoplanets
2014MNRAS.442.2296P,kepler,exoplanets
2014ApJ...791...89D,kepler,exoplanets
2014A&A...567A..14T,kepler,exoplanets
2014arXiv1405.5416B,kepler,exoplanets
2014MNRAS.443.1451L,kepler,exoplanets
2014arXiv1405.7433N,kepler,exoplanets
2014ApJ...789..154D,kepler,exoplanets
2014ApJ...790...30J,kepler,exoplanets
2014arXiv1406.0521C,kepler,exoplanets
2014arXiv1406.0694D,kepler,exoplanets
2014A&A...566A.113J,kepler,exoplanets
2014MNRAS.440.3685B,kepler,exoplanets
2014MNRAS.441.1380N,kepler,exoplanets
2014MNRAS.441.3543B,kepler,exoplanets
2014A&A...564A..95P,kepler,exoplanets
2014ApJ...785...15J,kepler,exoplanets
2014arXiv1404.4348A,kepler,exoplanets
2014ApJ...787..131Z,kepler,exoplanets
2014ApJ...793....3B,kepler,exoplanets
2014A&A...566A.137D,kepler,exoplanets
2014arXiv1404.5360M,kepler,exoplanets
2014MNRAS.444.1873A,kepler,exoplanets
2014ApJ...787..105G,kepler,exoplanets
2014Sci...344..275K,kepler,exoplanets
2014Sci...344..277Q,kepler,exoplanets
2014ApJ...786..153X,kepler,exoplanets
2014arXiv1405.0381P,kepler,exoplanets
2014arXiv1404.4417B,k2,exoplanets
2014arXiv1403.5264K,kepler,exoplanets
2014ApJ...787...14H,kepler,exoplanets
2014ApJ...786..139T,kepler,exoplanets
2014arXiv1403.6553H,kepler,exoplanets
2014MNRAS.441..983D,kepler,exoplanets
2014ApJ...788...92S,kepler,exoplanets
2014ApJ...788....1B,kepler,exoplanets
2014ApJ...785L..30B,kepler,exoplanets
2014arXiv1404.1015A,kepler,exoplanets
2014ApJ...786..131A,kepler,exoplanets
2014PASP..126..398H,k2,exoplanets
2014arXiv1402.6637S,kepler,exoplanets
2014arXiv1402.7075S,kepler,exoplanets
2014ApJ...784...44L,kepler,exoplanets
2014ApJ...784...45R,kepler,exoplanets
2014ApJS..211....6T,kepler,exoplanets
2014arXiv1403.0430T,kepler,exoplanets
2014arXiv1403.1372D,kepler,exoplanets
2014ApJ...786..100C,kepler,exoplanets
2014ApJ...787..132D,kepler,exoplanets
2014ApJ...787...47S,kepler,exoplanets
2014A&A...564A..33I,kepler,exoplanets
2014ApJ...788..148S,kepler,exoplanets
2014ApJ...784...28K,kepler,exoplanets
2014ApJ...783....9H,kepler,exoplanets
2014AJ....147..119C,kepler,exoplanets
2014ApJ...785...93K,kepler,exoplanets
2014ApJ...783...53M,kepler,exoplanets
2014arXiv1401.3349K,kepler,exoplanets
2014MNRAS.440L..11R,kepler,exoplanets
2014A&A...564A..56D,kepler,exoplanets
2014ApJ...784...14K,kepler,exoplanets
2014arXiv1401.7648K,kepler,exoplanets
2014Ap&SS.351..451R,kepler,exoplanets
2014ApJ...784..104K,kepler,exoplanets
2014ApJ...782...26M,kepler,exoplanets
2014arXiv1401.7868R,kepler,exoplanets
2014ApJ...782L..11L,kepler,exoplanets
2014ApJS..210...20M,kepler,exoplanets
2014PASP..126...34P,kepler,exoplanets
2014SoSyR..48...79K,kepler,exoplanets
2014AJ....147...32G,kepler,exoplanets
2013arXiv1311.1170K,kepler,exoplanets
2014ApJ...781...67F,kepler,exoplanets
2013arXiv1311.6806P,kepler,exoplanets
2013arXiv1312.1328K,kepler,exoplanets
2014ApJ...784...40R,kepler,exoplanets
2014A&A...561A.103O,kepler,exoplanets
2013arXiv1312.3327B,kepler,exoplanets
2013arXiv1312.3943L,kepler,exoplanets
2013arXiv1312.4721K,kepler,exoplanets
2014ApJ...782...14V,kepler,exoplanets
2014ApJ...791...35L,kepler,exoplanets
2014ApJS..210...19B,kepler,exoplanets
2014MNRAS.440.1753B,kepler,exoplanets
2014A&A...561A...3V,kepler,exoplanets
2014A&A...561L...1B,kepler,exoplanets
2014ApJ...780...53C,kepler,exoplanets
2014ApJ...780..104C,kepler,exoplanets
2014MNRAS.437.1045S,kepler,exoplanets
2014MNRAS.437.1352F,kepler,exoplanets
2014MNRAS.437.3832L,kepler,exoplanets
2014MNRAS.437.3727K,kepler,exoplanets
2014MNRAS.437.3133G,kepler,exoplanets
2014ApJS..210...25X,kepler,exoplanets
2014ApJ...781...18C,kepler,exoplanets
2014A&A...561A.138O,kepler,exoplanets
2013A&A...560A.112M,kepler,exoplanets
2013SSRv..180...71S,kepler,exoplanets
2013ApJ...772...74W,kepler,exoplanets
2013A&A...557A..42D,kepler,exoplanets
2013A&A...557A..72B,kepler,exoplanets
2013A&A...557A..74G,kepler,exoplanets
2013AJ....146...71A,kepler,exoplanets
2013arXiv1309.2559T,kepler,exoplanets
2014ApJ...783....4W,kepler,exoplanets
2013A&A...558L...6M,kepler,exoplanets
2013ApJ...775L..47K,kepler,exoplanets
2013ApJ...776L..25D,kepler,exoplanets
2014ApJ...785...15J,kepler,exoplanets
2013ApJ...778..185M,kepler,exoplanets
2013arXiv1310.5912S,kepler,exoplanets
2013arXiv1310.6764P,kepler,exoplanets
2013arXiv1310.7830W,kepler,exoplanets
2013Natur.503..377P,kepler,exoplanets
2013Natur.503..381H,kepler,exoplanets
2013ApJ...779..188M,kepler,exoplanets
2013AJ....146..122K,kepler,exoplanets
2013ApJ...777..100H,kepler,exoplanets
2013arXiv1311.0292H,kepler,exoplanets
2013arXiv1311.1170K,kepler,exoplanets
2013ApJ...775...91B,kepler,exoplanets
2013arXiv1307.3034K,kepler,exoplanets
2013PASP..125..989A,kepler,exoplanets
2013ApJ...774L..26M,kepler,exoplanets
2013ApJ...774...52L,kepler,exoplanets
2013CeMDA.117...75H,kepler,exoplanets
2013ApJ...774L..19V,kepler,exoplanets
2013AJ....146...99C,kepler,exoplanets
2013ApJ...774..156J,kepler,exoplanets
2013ApJ...775...54S,kepler,exoplanets
2013A&A...556A.111T,kepler,exoplanets
2013MNRAS.435.2328D,kepler,exoplanets
2013ApJ...778..110M,kepler,exoplanets
2013ApJ...779..165J,kepler,exoplanets
2013ApJ...776L...6K,kepler,exoplanets
2013ApJ...775L..11M,kepler,exoplanets
2013P&SS...84..163N,kepler,exoplanets
2013ApJ...775...10V,kepler,exoplanets
2013ApJ...779L..28G,kepler,exoplanets
2013ApJ...777..166H,kepler,exoplanets
2013MNRAS.434.1883K,kepler,exoplanets
2013MNRAS.436L..25M,kepler,exoplanets
2013ApJ...774L..12S,kepler,exoplanets
2013A&A...555A..58O,kepler,exoplanets
2013ApJ...771..107E,kepler,exoplanets
2013A&A...556A.134P,kepler,exoplanets
2013MNRAS.434.3047A,kepler,exoplanets
2013ApJS..208....4P,kepler,exoplanets
2013A&A...557A.139S,kepler,exoplanets
2013AJ....146....9A,kepler,exoplanets
2013ApJ...770...24P,kepler,exoplanets
2013arXiv1306.0566B,kepler,exoplanets
2013MNRAS.433.3239K,kepler,exoplanets
2013ApJ...777..134K,kepler,exoplanets
2013ApJ...767L..38L,kepler,exoplanets
2013MNRAS.435.1126B,kepler,exoplanets
2013ApJ...777....3N,kepler,exoplanets
2013MNRAS.434.3018P,kepler,exoplanets
2013arXiv1304.5058K,kepler,exoplanets
2013arXiv1304.6002H,kepler,exoplanets
2013MNRAS.435.2256Q,kepler,exoplanets
2013ApJ...773...98B,kepler,exoplanets
2013ApJ...771...26F,kepler,exoplanets
2013ApJ...770...43M,kepler,exoplanets
2013MNRAS.432.1196M,kepler,exoplanets
2013Sci...340..262K,kepler,exoplanets
2013ApJ...768..101B,kepler,exoplanets
2013ApJ...768..127S,kepler,exoplanets
2013ApJ...768L..15C,kepler,exoplanets
2013ApJ...769...78W,kepler,exoplanets
2013ApJ...769L...9B,kepler,exoplanets
2013ApJS..206....5T,kepler,exoplanets
2013ApJ...776....2L,kepler,exoplanets
2013ApJ...770L..20K,kepler,exoplanets
2013ApJ...771...18G,kepler,exoplanets
2013ApJ...772...51E,kepler,exoplanets
2013arXiv1305.3858S,kepler,exoplanets
2013arXiv1305.3891G,kepler,exoplanets
2013ApJ...774...54S,kepler,exoplanets
2013MNRAS.432.2549A,kepler,exoplanets
2013Sci...340..587B,kepler,exoplanets
2013AJ....145..151L,kepler,exoplanets
2013ApJ...769..152P,kepler,exoplanets
2013ApJ...768...14W,kepler,exoplanets
2013ApJ...775..105O,kepler,exoplanets
2013A&A...553A..71M,kepler,exoplanets
2013ApJ...767..127H,kepler,exoplanets
2013ApJ...767..137Q,kepler,exoplanets
2013ApJ...767L...8K,kepler,exoplanets
2013ApJ...770...69P,kepler,exoplanets
2013ApJ...767L..24D,kepler,exoplanets
2013ApJS..206...25S,kepler,exoplanets
2013ApJ...767..115F,kepler,exoplanets
2013PASP..125..889B,kepler,exoplanets
2013Natur.494..452B,kepler,exoplanets
2013ApJ...765..131K,kepler,exoplanets
2013ApJ...765..132C,kepler,exoplanets
2013ApJ...770..131L,kepler,exoplanets
2013ApJS..207...35C,kepler,exoplanets
2013MNRAS.430..951D,kepler,exoplanets
2013MNRAS.430.1247L,kepler,exoplanets
2013MNRAS.433.3246S,kepler,exoplanets
